Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Normandie;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;"Crit'Air
4";"Crit'Air
5";Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;76024;Ardouval;7;0;0;31;3;20;6;22;3;0;0;2;3;98
;76025;Argueil;48;1;0;77;10;53;17;41;16;1;0;8;10;282
;76026;Arques-la-Bataille;278;10;0;388;107;265;132;135;35;2;0;23;51;1426
;76028;Aubéguimont;10;0;0;22;5;21;10;22;6;0;0;8;6;112
;76029;Aubermesnil-aux-Érables;14;0;0;45;4;24;13;19;5;0;0;8;6;138
;76030;Aubermesnil-Beaumais;47;2;0;98;18;49;26;35;9;0;0;7;9;300
;76032;Auberville-la-Manuel;20;0;0;27;3;18;7;9;5;0;0;0;2;91
;76033;Auberville-la-Renault;44;0;0;92;10;57;15;28;8;6;0;4;3;267
;76034;Val-de-Scie;208;5;1;394;74;256;124;170;48;4;0;31;40;1356
;76035;Aumale;180;1;1;450;60;217;104;131;39;2;0;29;56;1269
;76036;Auppegard;80;2;0;144;22;81;40;39;13;1;0;5;14;441
;76038;Authieux-Ratiéville;42;2;0;102;12;53;27;28;12;1;0;6;13;298
;76039;Les Authieux-sur-le-Port-Saint-Ouen;235;4;2;307;67;116;66;48;7;3;0;11;15;880
;76040;Autigny;18;0;0;49;8;24;11;17;5;0;0;4;3;140
;76041;Les Hauts-de-Caux;138;5;0;283;49;172;74;88;23;4;0;18;29;884
;76042;Auvilliers;1;0;0;17;1;15;3;7;3;0;0;4;1;52
;76043;Auzebosc;120;3;0;203;33;107;59;38;13;2;0;7;11;597
;76045;Auzouville-l'Esneval;31;2;0;72;12;47;21;29;6;1;0;3;7;232
;76046;Auzouville-sur-Ry;88;2;2;144;23;85;40;31;14;5;0;12;13;460
;76047;Auzouville-sur-Saâne;15;0;0;39;3;19;9;11;3;0;0;5;2;106
;76048;Avesnes-en-Bray;35;2;0;58;10;33;24;23;10;0;0;8;8;212
;76049;Avesnes-en-Val;14;0;0;53;4;28;13;32;8;0;0;5;5;163
;76050;Avremesnil;110;1;0;215;40;127;40;68;21;1;0;12;21;656
;76051;Bacqueville-en-Caux;191;4;0;322;62;210;87;124;50;3;1;27;47;1127
;76052;Bailleul-Neuville;9;0;0;47;7;27;14;24;5;0;0;8;6;147
;76053;Baillolet;11;0;0;21;4;10;7;9;2;0;0;1;3;68
;76054;Bailly-en-Rivière;33;0;0;91;11;51;25;51;10;0;1;12;19;306
;76055;Baons-le-Comte;38;0;0;98;14;37;16;19;6;2;0;7;8;246
;76056;Bardouville;51;1;0;125;29;86;31;46;14;1;0;5;20;409
;76057;Barentin;1654;18;9;2139;487;1172;648;589;170;23;0;58;173;7139
;76058;Baromesnil;29;0;0;53;6;14;10;18;8;0;0;6;6;150
;76059;Bazinval;34;2;0;87;14;32;25;23;9;0;1;5;19;251
;76060;Beaubec-la-Rosière;28;0;0;87;15;63;25;39;14;0;0;14;16;300
;76062;Beaumont-le-Hareng;23;0;0;44;6;35;11;22;9;0;0;7;7;165
;76063;Beauval-en-Caux;35;0;0;104;16;66;13;38;13;1;0;6;20;313
;76064;Beaurepaire;60;2;0;101;12;59;14;25;2;5;0;6;17;305
;76065;Beaussault;21;1;0;67;8;58;13;43;9;1;0;12;9;241
;76066;Beautot;8;0;0;32;5;20;4;10;1;0;0;1;2;83
;76067;Beauvoir-en-Lyons;64;1;1;103;14;78;24;55;25;1;0;15;18;398
;76068;Bec-de-Mortagne;63;0;0;142;26;88;41;43;14;1;2;6;19;445
;76069;Belbeuf;405;2;2;628;133;240;117;95;13;7;1;12;52;1706
;76070;Bellencombre;39;2;0;108;12;63;30;63;22;2;1;14;23;379
;76071;Bellengreville;56;3;0;89;12;51;29;41;8;1;0;8;7;305
;76072;Belleville-en-Caux;50;0;0;159;22;98;26;49;24;1;0;7;15;452
;76074;La Bellière;4;0;0;8;2;5;1;6;4;0;0;1;2;33
;76075;Belmesnil;32;1;0;90;16;50;30;33;13;1;0;3;10;279
;76076;Bénarville;23;1;0;51;11;27;11;19;8;0;0;0;5;157
;76077;Bénesville;14;0;0;47;1;28;6;20;7;1;0;7;3;135
;76079;Bénouville;18;0;0;32;3;15;14;10;3;0;0;1;5;101
;76082;Bernières;65;1;0;130;15;89;34;33;13;3;0;11;17;412
;76083;Bertheauville;5;0;0;17;4;15;8;7;1;0;0;0;8;65
;76084;Bertreville;9;0;0;26;6;12;7;5;9;0;0;3;4;82
;76085;Bertreville-Saint-Ouen;36;0;0;80;11;49;23;25;3;0;0;2;9;237
;76086;Bertrimont;18;0;0;48;4;36;16;14;3;1;1;2;3;147
;76087;Berville-en-Caux;32;2;0;122;18;86;23;44;26;0;0;9;19;380
;76088;Berville-sur-Seine;60;0;0;102;27;62;39;44;10;1;0;8;11;365
;76090;Beuzeville-la-Grenier;135;0;0;246;49;131;55;79;19;4;0;9;28;755
;76091;Beuzeville-la-Guérard;10;0;0;43;4;29;14;16;4;1;0;4;4;130
;76092;Beuzevillette;76;1;0;122;24;65;39;44;8;3;0;16;6;405
;76093;Bézancourt;32;0;0;73;14;47;18;41;7;0;0;9;6;247
;76094;Bierville;30;3;0;72;13;25;13;14;1;0;0;4;5;182
;76096;Biville-la-Baignarde;43;4;0;121;12;103;20;43;17;0;1;6;11;382
;76097;Biville-la-Rivière;9;0;0;23;2;9;4;4;4;0;0;5;0;60
;76099;Blacqueville;62;3;0;153;19;81;23;29;13;4;0;11;10;407
;76100;Blainville-Crevon;144;1;1;259;47;144;71;79;20;8;2;10;30;817
;76101;Blangy-sur-Bresle;242;1;5;671;67;287;142;214;54;0;1;32;66;1782
;76103;Bonsecours;1110;9;4;904;347;480;395;215;46;6;2;19;90;3627
;76104;Blosseville;29;0;0;49;12;41;12;23;7;1;0;1;9;183
;76105;Le Bocasse;70;1;2;170;20;82;40;51;16;2;1;10;21;485
;76106;Bois-d'Ennebourg;80;1;0;116;22;72;31;33;4;1;0;6;14;379
;76107;Bois-Guilbert;21;1;0;68;6;34;13;22;9;2;0;1;12;189
;76108;Bois-Guillaume;4051;26;31;3571;1252;1707;1226;632;126;66;1;55;338;13082
;76109;Bois-Héroult;13;0;0;30;7;19;8;15;2;2;0;1;7;104
;76110;Bois-Himont;30;1;0;65;16;48;22;27;9;0;0;6;5;230
;76111;Bois-l'Évêque;62;0;0;101;17;62;33;20;6;1;0;0;11;314
;76112;Le Bois-Robert;46;0;0;88;9;45;17;21;4;1;0;0;6;237
;76113;Boissay;31;0;0;63;11;61;8;24;12;1;0;3;10;224
;76114;Bolbec;906;24;3;1360;307;1044;564;634;177;20;1;96;185;5322
;76115;Bolleville;38;3;0;114;20;80;19;31;12;0;0;10;16;344
;76116;Boos;603;4;5;793;193;383;185;157;40;13;0;15;58;2449
;76117;Bordeaux-Saint-Clair;66;4;0;135;24;71;38;39;11;0;0;11;16;416
;76118;Bornambusc;30;3;1;50;7;21;14;24;5;0;0;4;3;163
;76119;Bosc-Bérenger;11;0;0;37;3;19;12;14;4;0;1;1;2;105
;76120;Bosc-Bordel;23;1;0;85;10;69;20;50;20;0;0;6;13;298
;76121;Bosc-Édeline;36;1;0;76;3;41;10;28;9;1;0;7;1;212
;76122;Callengeville;28;0;0;108;6;63;18;39;14;0;0;4;10;291
;76123;Bosc-Guérard-Saint-Adrien;143;4;1;230;57;91;47;29;11;8;1;5;23;650
;76124;Bosc-Hyons;41;0;0;81;9;53;17;42;10;0;0;2;10;265
;76125;Bosc-le-Hard;158;2;1;237;43;167;83;101;31;4;1;16;31;875
;76126;Bosc-Mesnil;13;1;0;51;9;47;24;24;9;0;0;2;9;189
;76128;Bosville;39;3;0;86;21;75;40;49;15;4;0;9;20;360
;76129;Boudeville;16;0;0;46;1;27;9;17;3;1;0;2;3;125
;76130;Bouelles;22;0;0;57;3;43;10;21;8;0;0;5;6;176
;76131;La Bouille;101;3;1;122;25;83;42;35;7;3;0;1;16;439
;76132;Bourdainville;42;1;0;96;14;57;24;32;9;2;0;9;8;295
;76133;Le Bourg-Dun;48;0;0;81;12;35;20;25;12;1;0;5;15;255
;76134;Bourville;27;1;0;55;5;42;18;28;6;0;0;3;7;192
;76135;Bouville;123;2;2;235;34;137;56;74;21;1;0;8;19;713
;76136;Brachy;75;1;0;133;20;83;41;55;15;1;0;8;18;450
;76138;Bracquetuit;24;1;1;69;9;34;21;26;8;2;0;3;7;206
;76139;Bradiancourt;12;0;0;37;2;28;8;17;6;0;0;4;4;119
;76140;Brametot;13;1;0;22;8;17;12;18;5;0;0;3;8;108
;76141;Bréauté;135;4;1;303;51;150;57;69;24;1;0;11;20;826
;76142;Brémontier-Merval;31;0;0;81;13;69;26;38;18;2;0;10;8;296
;76143;Bretteville-du-Grand-Caux;162;3;0;304;34;146;52;94;23;2;1;9;37;868
;76144;Bretteville-Saint-Laurent;12;0;0;36;4;22;8;18;5;0;0;1;13;120
;76146;Buchy;244;1;0;567;82;352;125;172;56;1;0;30;56;1687
;76147;Bully;78;2;0;193;22;130;28;77;22;1;1;13;41;607
;76148;Bures-en-Bray;20;1;0;50;8;42;15;20;6;1;0;3;9;177
;76149;Butot;23;0;0;54;13;35;22;18;6;0;0;1;8;181
;76151;Cailleville;21;1;1;46;12;42;17;17;7;0;0;2;8;175
;76152;Cailly;64;1;0;169;27;97;54;35;19;4;0;5;18;494
;76153;Calleville-les-Deux-Églises;49;0;0;61;12;38;21;19;7;2;0;1;3;214
;76154;Campneuseville;27;1;0;113;7;57;12;35;19;0;0;3;8;281
;76155;Canehan;32;0;0;77;15;40;13;23;9;0;1;1;14;226
;76156;Canouville;34;1;0;61;10;34;24;19;6;1;0;5;7;202
;76157;Canteleu;1288;15;5;1479;494;1357;681;751;191;26;0;63;150;6502
;76158;Canville-les-Deux-Églises;25;1;0;56;8;37;18;27;15;0;0;7;7;201
;76159;Cany-Barville;315;5;4;596;101;324;187;164;59;11;2;34;58;1860
;76160;Carville-la-Folletière;38;0;0;80;13;50;18;21;6;0;0;6;7;239
;76161;Carville-Pot-de-Fer;4;0;0;18;2;20;7;13;2;0;0;1;1;68
;76162;Le Catelier;25;0;0;47;7;33;14;23;4;0;0;4;5;163
;76163;Catenay;76;0;0;147;35;97;52;44;14;0;0;5;12;482
;76164;Rives-en-Seine;433;4;2;661;156;405;222;264;72;9;0;37;76;2339
;76165;Caudebec-lès-Elbeuf;854;17;5;1123;307;998;648;603;162;11;2;75;207;5012
;76166;Le Caule-Sainte-Beuve;15;0;0;111;7;60;11;50;18;0;0;9;7;288
;76167;Cauville-sur-Mer;245;4;0;307;69;157;54;80;19;5;0;9;16;964
;76168;Les Cent-Acres;7;1;0;11;3;5;3;2;0;0;0;2;1;35
;76169;La Cerlangue;128;5;1;278;45;158;67;87;27;5;0;13;35;849
;76170;La Chapelle-du-Bourgay;17;0;0;27;5;15;4;6;3;0;0;1;4;82
;76171;La Chapelle-Saint-Ouen;4;1;0;26;3;11;8;7;3;1;0;1;3;68
;76172;La Chapelle-sur-Dun;22;1;0;24;5;19;6;15;6;1;0;4;6;109
;76173;La Chaussée;45;2;0;119;17;73;24;39;13;2;0;6;12;352
;76174;Cideville;34;0;0;93;12;41;13;30;5;1;1;6;5;242
;76175;Clais;21;0;0;50;3;30;14;12;13;0;0;5;7;155
;76176;Clasville;25;1;0;79;10;25;14;21;5;1;0;2;10;195
;76177;Claville-Motteville;24;0;0;59;7;29;6;24;4;1;0;8;15;177
;76178;Cléon;2275;28;1;4681;137;465;222;305;81;10;0;42;76;8324
;76179;Clères;155;0;4;244;56;141;91;80;23;2;1;12;35;844
;76180;Cleuville;16;0;0;36;6;14;6;17;6;0;0;6;2;109
;76181;Cléville;10;0;0;36;3;16;9;15;6;1;0;0;4;101
;76182;Cliponville;14;0;0;52;5;34;10;25;1;0;0;4;4;149
;76183;Colleville;87;1;0;187;26;69;49;49;7;2;1;6;11;496
;76184;Colmesnil-Manneville;19;0;0;35;3;11;7;6;4;0;0;2;4;91
;76185;Compainville;13;1;0;26;3;18;9;12;7;1;0;2;11;104
;76186;Conteville;29;0;0;95;7;69;18;37;21;0;0;18;14;307
;76187;Contremoulins;25;0;0;44;7;22;10;6;1;1;0;3;1;121
;76188;Cottévrard;40;1;0;86;10;68;26;43;14;1;0;0;7;295
;76189;Crasville-la-Mallet;17;0;0;39;16;16;8;7;1;1;0;2;1;108
;76190;Crasville-la-Rocquefort;12;1;0;36;8;30;18;12;6;0;0;0;2;126
;76192;Criel-sur-Mer;479;6;0;745;118;343;144;155;44;2;1;21;60;2117
;76193;La Crique;20;1;0;62;14;43;19;32;14;0;0;7;9;220
;76194;Criquebeuf-en-Caux;48;0;0;89;18;50;12;27;3;2;0;2;9;261
;76195;Criquetot-le-Mauconduit;13;0;0;30;10;11;8;21;4;0;0;3;2;103
;76196;Criquetot-l'Esneval;283;7;0;460;101;270;133;132;34;5;2;20;52;1499
;76197;Criquetot-sur-Longueville;11;1;0;65;3;20;7;13;5;0;0;3;2;130
;76198;Criquetot-sur-Ouville;58;2;0;186;19;96;43;57;18;0;0;10;21;510
;76199;Criquiers;32;0;1;119;16;90;24;64;29;2;0;14;13;405
;76200;Critot;45;0;0;103;20;63;31;38;14;2;0;5;7;327
;76201;Croisy-sur-Andelle;42;1;0;93;20;61;37;43;17;2;1;8;15;341
;76202;Croixdalle;18;0;0;56;4;37;11;38;14;0;0;5;13;197
;76203;Croix-Mare;76;1;0;160;24;109;37;60;15;2;0;8;14;507
;76204;Cropus;15;1;0;43;11;32;13;20;7;0;0;4;10;157
;76205;Crosville-sur-Scie;27;1;0;47;10;32;15;13;12;0;0;4;5;167
;76206;Cuverville;39;2;0;80;16;46;16;24;3;2;0;1;9;239
;76207;Cuverville-sur-Yères;27;0;0;34;6;27;9;10;10;0;0;4;16;143
;76208;Cuy-Saint-Fiacre;57;0;0;121;19;81;33;57;12;0;1;8;18;407
;76209;Dampierre-en-Bray;40;0;0;84;14;49;27;39;12;2;0;9;12;288
;76210;Dampierre-Saint-Nicolas;53;1;1;87;22;55;30;26;7;1;1;8;13;305
;76211;Dancourt;10;1;0;44;3;28;11;21;4;1;0;9;5;136
;76212;Darnétal;848;10;2;895;344;734;481;432;129;11;0;40;157;4083
;76213;Daubeuf-Serville;34;0;0;75;10;43;18;25;6;0;0;7;5;223
;76214;Dénestanville;21;0;1;58;7;40;17;15;3;0;0;5;12;179
;76216;Déville-lès-Rouen;1259;13;5;1109;451;809;569;457;122;8;2;43;159;5006
;76217;Dieppe;3504;44;16;3411;1064;2240;1402;1275;325;37;2;180;429;13929
;76218;Doudeauville;6;0;1;12;4;8;6;9;5;0;0;3;2;56
;76219;Doudeville;200;3;0;415;68;261;130;160;54;5;1;37;50;1384
;76220;Douvrend;33;1;0;74;8;81;32;54;21;0;0;10;18;331
;76221;Drosay;18;0;0;48;8;31;8;12;4;0;0;7;8;144
;76222;Duclair;521;4;2;672;176;439;231;253;67;6;0;34;84;2491
;76223;Écalles-Alix;53;1;0;108;19;66;34;31;12;1;0;5;13;344
;76224;Écrainville;100;2;1;221;34;117;52;73;22;3;0;9;21;655
;76225;Écretteville-lès-Baons;33;0;0;82;16;47;20;25;11;1;0;9;8;252
;76226;Écretteville-sur-Mer;12;0;0;36;4;18;6;8;2;0;0;1;2;89
;76227;Ectot-l'Auber;40;1;0;133;17;90;34;55;12;2;0;4;17;406
;76228;Ectot-lès-Baons;40;0;0;74;18;45;23;26;9;1;0;6;15;258
;76229;Elbeuf-en-Bray;54;0;0;80;15;44;21;33;10;0;0;2;11;270
;76230;Elbeuf-sur-Andelle;43;1;0;95;16;47;20;33;10;1;0;4;18;290
;76231;Elbeuf;1146;23;6;1659;483;1327;845;925;260;32;1;92;253;7052
;76232;Életot;72;3;0;111;13;69;46;36;6;0;0;7;6;369
;76233;Ellecourt;13;0;0;38;6;21;11;10;5;0;0;1;6;112
;76234;Émanville;68;0;0;158;15;91;33;54;12;1;0;3;18;453
;76235;Envermeu;189;2;0;407;62;221;86;133;49;4;1;35;53;1242
;76236;Envronville;38;0;0;43;6;45;13;29;9;2;0;10;8;204
;76237;Épinay-sur-Duclair;57;1;0;103;19;80;19;34;8;1;0;3;13;336
;76238;Épouville;424;2;0;589;145;290;177;144;25;11;0;20;54;1881
;76239;Épretot;84;1;0;151;33;110;32;56;12;1;0;8;10;499
;76240;Épreville;127;1;0;213;42;98;55;53;21;3;0;13;25;650
;76241;Ermenouville;7;0;0;18;3;21;9;9;2;1;0;1;3;75
;76242;Ernemont-la-Villette;16;0;0;44;6;28;14;14;0;0;0;4;5;131
;76243;Ernemont-sur-Buchy;29;1;0;62;11;38;6;22;5;1;0;3;4;182
;76244;Esclavelles;31;1;0;104;7;58;14;32;10;0;0;8;10;276
;76245;Eslettes;199;3;1;350;64;181;94;91;21;2;0;17;41;1064
;76247;Esteville;33;0;1;101;15;71;19;40;8;0;0;6;16;312
;76249;Étaimpuis;65;0;0;160;33;104;51;61;13;0;0;8;21;517
;76250;Étainhus;143;5;2;255;38;149;63;79;22;3;0;9;16;785
;76251;Étalleville;18;1;0;82;10;56;16;33;13;0;0;3;13;246
;76252;Étalondes;180;1;1;291;34;115;49;60;19;3;1;8;19;782
;76253;Étoutteville;88;2;0;173;11;92;24;40;22;3;0;4;11;470
;76254;Étretat;175;8;2;172;50;107;85;46;19;0;2;5;24;694
;76255;Eu;1009;12;5;1373;314;695;370;316;98;11;0;28;144;4373
;76257;Fallencourt;13;0;0;30;3;18;5;10;5;0;0;2;4;91
;76258;Terres-de-Caux;365;8;1;848;111;486;183;235;85;9;2;31;71;2435
;76259;Fécamp;2035;33;6;2414;675;1425;960;818;215;27;2;106;282;8998
;76260;Ferrières-en-Bray;199;4;0;260;53;202;90;124;43;2;0;19;34;1031
;76261;La Ferté-Saint-Samson;20;1;0;85;11;58;25;60;10;0;0;9;15;295
;76262;Fesques;8;0;0;29;2;15;5;14;3;0;0;3;4;83
;76263;La Feuillie;117;2;1;232;28;167;46;79;26;3;0;18;26;745
;76264;Flamanville;41;0;0;109;16;77;20;29;9;0;0;3;9;314
;76265;Flamets-Frétils;6;0;0;23;3;21;4;29;5;0;0;3;4;98
;76266;Flocques;78;0;0;167;17;74;31;40;9;0;0;7;16;440
;76268;Fongueusemare;17;0;0;32;5;16;9;15;2;1;0;0;3;100
;76269;Fontaine-en-Bray;15;0;0;31;2;13;10;18;4;0;0;6;6;105
;76270;Fontaine-la-Mallet;584;8;2;536;139;234;156;99;29;9;1;15;52;1864
;76271;Fontaine-le-Bourg;189;0;2;310;79;212;93;117;28;10;1;13;27;1081
;76272;Fontaine-le-Dun;112;2;0;157;25;105;42;54;25;1;0;11;24;559
;76273;Fontaine-sous-Préaux;105;1;1;87;25;44;41;27;4;1;1;4;14;355
;76274;La Fontelaye;2;0;0;4;2;4;1;3;1;0;0;0;0;17
;76275;Fontenay;250;8;1;269;65;160;67;62;9;4;1;9;30;935
;76276;Forges-les-Eaux;332;1;2;550;128;350;207;208;82;1;1;39;83;1984
;76278;Foucarmont;57;0;0;161;16;89;42;55;32;2;0;11;17;482
;76279;Foucart;29;2;1;73;11;42;15;28;11;1;0;4;11;229
;76280;Fréauville;6;0;0;32;1;17;7;9;5;0;0;2;9;88
;76281;La Frénaye;298;6;2;457;87;245;133;124;31;4;0;17;31;1435
;76282;Freneuse;156;0;0;201;47;101;62;55;15;1;0;13;26;677
;76283;Fresles;17;1;0;44;5;40;10;23;7;0;0;7;5;160
;76284;Fresnay-le-Long;25;0;0;75;7;43;13;28;11;1;0;5;10;219
;76285;Fresne-le-Plan;71;3;3;127;29;58;35;35;13;1;0;6;15;397
;76286;Fresnoy-Folny;41;1;0;136;16;75;40;61;22;2;2;11;10;416
;76287;Fresquiennes;136;1;2;226;39;115;52;69;16;3;0;8;22;689
;76288;Freulleville;35;0;0;61;12;40;20;34;15;0;0;10;8;236
;76289;Saint Martin de l'If;148;3;0;349;50;229;87;136;29;4;0;25;42;1103
;76290;Frichemesnil;39;0;0;96;11;44;27;30;11;0;0;2;6;267
;76291;Froberville;148;1;0;221;50;139;79;64;18;3;0;11;24;759
;76293;Fultot;16;0;0;38;9;22;13;19;6;0;0;5;6;134
;76294;La Gaillarde;41;1;0;51;14;41;28;28;14;0;0;4;12;235
;76295;Gaillefontaine;76;0;0;154;26;109;61;93;28;4;0;16;24;592
;76296;Gainneville;382;1;0;529;108;291;109;125;36;4;0;11;48;1644
;76297;Gancourt-Saint-Étienne;21;0;0;52;7;28;18;18;7;0;0;3;3;158
;76298;Ganzeville;59;0;0;87;14;50;21;25;11;2;0;8;15;293
;76299;Gerponville;28;1;0;67;14;48;20;21;8;0;0;8;16;232
;76300;Gerville;58;3;0;86;16;38;21;29;11;1;0;9;10;282
;76302;Goderville;367;4;3;567;89;293;139;160;43;11;1;30;48;1754
;76303;Gommerville;76;2;0;147;25;93;34;54;10;2;0;12;19;474
;76304;Gonfreville-Caillot;33;0;0;72;10;44;19;26;15;2;0;5;10;235
;76305;Gonfreville-l'Orcher;1034;14;4;1417;302;863;404;504;110;19;1;36;83;4789
;76306;Gonnetot;12;0;0;36;6;28;11;20;1;0;0;2;6;123
;76307;Gonneville-la-Mallet;160;8;0;261;36;131;90;81;27;0;0;12;31;837
;76308;Gonneville-sur-Scie;45;0;0;128;16;79;32;35;12;2;0;7;13;368
;76309;Gonzeville;9;0;0;16;3;14;6;11;3;0;0;0;2;65
;76311;Goupillières;45;0;0;105;15;50;19;24;11;0;0;9;7;285
;76312;Gournay-en-Bray;581;9;3;835;219;516;357;330;110;4;0;55;102;3121
;76313;Gouy;114;3;0;179;47;95;53;51;11;4;0;9;20;587
;76314;Graimbouville;72;2;1;115;20;80;27;34;3;2;1;4;19;380
;76315;Grainville-la-Teinturière;78;2;0;163;29;118;61;75;22;3;0;19;31;602
;76316;Grainville-sur-Ry;52;0;0;93;23;52;23;24;9;0;0;11;12;299
;76317;Grainville-Ymauville;40;0;0;91;16;56;28;36;9;1;0;7;7;292
;76318;Grand-Camp;90;4;0;166;31;81;34;58;10;2;1;5;18;501
;76319;Grand-Couronne;942;10;6;1595;350;1100;453;574;151;20;2;53;129;5385
;76320;Grandcourt;20;0;0;67;11;34;11;23;15;1;0;6;6;195
;76321;Les Grandes-Ventes;187;0;0;364;51;209;85;122;31;1;2;23;40;1116
;76322;Le Grand-Quevilly;3408;36;6;3387;1160;2368;1529;1193;280;28;3;106;328;13831
;76323;Graval;7;1;0;20;6;21;11;14;4;0;0;2;3;89
;76324;Grèges;108;2;0;149;46;123;46;59;12;1;0;8;20;575
;76325;Grémonville;24;1;0;67;9;50;14;40;12;0;0;3;12;233
;76327;Greuville;36;1;1;72;12;48;12;23;13;0;0;4;11;234
;76328;Grigneuseville;28;1;0;72;9;48;7;33;10;0;0;5;16;229
;76329;Gruchet-le-Valasse;348;7;2;516;124;307;174;167;59;4;1;26;39;1775
;76330;Gruchet-Saint-Siméon;82;0;0;140;33;73;36;60;10;3;0;8;18;463
;76331;Grugny;55;1;0;95;16;67;33;56;5;2;0;2;8;341
;76332;Grumesnil;24;0;0;68;9;46;13;43;15;0;0;9;12;239
;76333;Guerville;41;1;0;90;7;49;23;31;5;0;0;1;10;258
;76334;Gueures;46;1;0;103;13;69;35;45;12;0;0;5;15;345
;76335;Gueutteville;10;0;0;18;4;10;5;9;1;0;0;1;0;58
;76336;Gueutteville-les-Grès;50;1;1;85;10;49;14;37;5;1;0;5;16;274
;76338;La Hallotière;10;0;0;30;9;29;8;17;3;0;0;3;4;113
;76339;Le Hanouard;19;0;0;34;5;24;13;23;4;2;0;3;10;137
;76340;Harcanville;38;2;0;102;14;63;31;59;19;4;0;11;15;357
;76341;Harfleur;972;18;4;1159;325;697;467;356;100;15;1;32;91;4238
;76342;Hattenville;58;1;0;144;20;66;50;48;16;1;0;15;18;438
;76343;Haucourt;12;0;0;36;3;26;14;25;6;0;0;4;8;135
;76344;Haudricourt;23;0;0;81;6;70;17;44;16;1;1;9;14;283
;76345;Haussez;30;1;0;42;8;27;14;31;6;0;0;3;2;165
;76346;Hautot-l'Auvray;33;2;0;58;11;44;14;19;5;0;0;3;9;199
;76347;Hautot-le-Vatois;42;1;0;67;14;36;11;14;6;0;0;3;7;201
;76348;Hautot-Saint-Sulpice;45;2;1;130;30;95;39;44;13;3;0;8;12;422
;76349;Hautot-sur-Mer;283;7;2;336;108;216;151;116;34;5;1;18;56;1333
;76350;Hautot-sur-Seine;67;1;0;80;21;43;25;13;6;4;0;2;10;272
;76351;Le Havre;20084;249;127;19217;6295;12343;7844;6582;1735;316;15;698;1801;77305
;76352;La Haye;23;0;0;53;13;39;20;34;9;2;0;3;8;203
;76353;Héberville;6;0;0;21;2;14;5;16;5;1;0;1;3;74
;76354;Hénouville;214;0;0;301;69;150;70;59;18;4;0;10;32;927
;76355;Héricourt-en-Caux;98;1;0;213;40;129;65;87;27;3;0;17;17;696
;76356;Hermanville;5;0;0;22;0;14;2;11;2;0;0;4;1;61
;76357;Hermeville;31;0;0;88;14;57;16;29;8;0;0;0;2;246
;76358;Le Héron;19;0;0;46;6;26;9;19;8;0;0;4;8;145
;76359;Héronchelles;7;0;0;26;4;16;10;11;1;1;0;5;1;82
;76360;Heugleville-sur-Scie;50;0;0;123;17;90;30;46;14;1;0;11;13;396
;76361;Heuqueville;71;1;2;142;34;82;31;37;10;3;0;5;21;439
;76362;Heurteauville;25;0;0;67;8;42;14;18;5;1;1;7;9;198
;76363;Hodeng-au-Bosc;38;2;0;103;11;59;21;43;16;0;0;7;7;308
;76364;Hodeng-Hodenger;24;1;0;39;5;46;19;28;11;0;0;5;10;189
;76365;Houdetot;17;0;0;31;5;24;6;11;2;0;0;3;3;102
;76366;Le Houlme;464;8;1;576;154;434;268;236;51;7;0;24;79;2302
;76367;Houppeville;504;3;2;543;167;272;160;93;24;16;0;11;57;1853
;76368;Houquetot;37;1;0;72;10;55;16;21;7;0;1;3;7;230
;76369;La Houssaye-Béranger;48;0;0;117;14;78;30;27;14;1;0;10;7;346
;76370;Hugleville-en-Caux;32;0;0;97;15;68;16;25;11;0;0;5;11;281
;76371;Les Ifs;4;0;0;10;5;12;4;7;7;0;0;0;2;51
;76372;Illois;14;1;0;105;5;61;13;36;18;1;0;9;11;276
;76373;Imbleville;29;1;0;53;7;45;11;16;5;0;0;8;15;191
;76374;Incheville;114;1;0;203;43;133;67;86;16;0;0;13;21;698
;76375;Ingouville;36;2;0;66;5;43;16;23;5;1;0;2;13;213
;76377;Isneauville;624;4;7;741;187;310;170;99;18;32;1;11;66;2270
;76378;Jumièges;200;4;0;316;74;219;99;111;45;1;0;37;53;1159
;76379;Lamberville;14;0;0;32;3;14;11;14;0;0;0;5;3;95
;76380;Lammerville;16;1;0;67;8;54;10;15;8;0;0;5;6;191
;76381;Landes-Vieilles-et-Neuves;9;0;0;23;4;13;3;13;6;0;0;3;10;84
;76382;Lanquetot;131;1;0;227;37;143;52;87;17;0;1;9;31;736
;76383;Lestanville;5;0;0;24;0;10;7;11;2;0;0;1;0;60
;76384;Lillebonne;848;18;3;1115;318;847;502;583;143;9;0;62;135;4583
;76385;Limésy;142;3;0;327;67;181;83;85;35;3;0;18;29;974
;76387;Lindebeuf;22;1;0;72;12;53;17;26;12;3;0;12;9;239
;76388;Lintot;54;3;0;84;21;61;26;27;8;1;0;6;7;298
;76389;Lintot-les-Bois;15;0;0;29;3;23;7;11;12;0;0;1;4;106
